Source,from_loc,from_geoid,from_date_1,Target,to_loc,to_geoid,to_date_1,date_gap
NODE_0000204,Claiborne Parish,22027,2020-08-24,hCoV-19/USA/LA-EVTL1019/2020,Claiborne Parish,22027,2020-08-24,0
NODE_0000204,Claiborne Parish,22027,2020-08-24,hCoV-19/USA/LA-EVTL1021/2020,Claiborne Parish,22027,2020-08-24,0
NODE_0000223,Caddo Parish,22017,2020-12-10,hCoV-19/USA/LA-EVTL1227/2020,Caddo Parish,22017,2020-12-15,5
NODE_0000223,Caddo Parish,22017,2020-12-10,hCoV-19/USA/LA-EVTL1789/2021,Caddo Parish,22017,2021-01-18,39
NODE_0000241,Caddo Parish,22017,2020-06-24,hCoV-19/USA/LA-EVTL543/2020,Caddo Parish,22017,2020-06-29,5
NODE_0000241,Caddo Parish,22017,2020-06-24,NODE_0000270,Caddo Parish,22017,2020-07-08,14
NODE_0000266,Caddo Parish,22017,2020-10-21,hCoV-19/USA/LA-EVTL1854/2020,Caddo Parish,22017,2020-10-21,0
NODE_0000266,Caddo Parish,22017,2020-10-21,NODE_0000267,Caddo Parish,22017,2020-11-26,36
NODE_0000267,Caddo Parish,22017,2020-11-26,hCoV-19/USA/LA-EVTL1105/2020,Caddo Parish,22017,2020-12-02,6
NODE_0000267,Caddo Parish,22017,2020-11-26,hCoV-19/USA/LA-EVTL1454/2020,Caddo Parish,22017,2020-12-16,20
NODE_0000270,Caddo Parish,22017,2020-07-08,NODE_0000273,Caddo Parish,22017,2020-08-04,27
NODE_0000273,Caddo Parish,22017,2020-08-04,NODE_0000274,Caddo Parish,22017,2020-09-07,34
NODE_0000274,Caddo Parish,22017,2020-09-07,NODE_0000275,Caddo Parish,22017,2020-09-22,15
NODE_0000275,Caddo Parish,22017,2020-09-22,NODE_0000276,Caddo Parish,22017,2020-09-25,3
NODE_0000276,Caddo Parish,22017,2020-09-25,NODE_0000259,Caddo Parish,22017,2020-10-29,34
NODE_0000259,Caddo Parish,22017,2020-10-29,NODE_0000260,Caddo Parish,22017,2020-12-10,42
NODE_0000260,Caddo Parish,22017,2020-12-10,hCoV-19/USA/LA-EVTL1556/2020,Caddo Parish,22017,2020-12-29,19
NODE_0000259,Caddo Parish,22017,2020-10-29,NODE_0000280,Caddo Parish,22017,2020-11-04,6
NODE_0000280,Caddo Parish,22017,2020-11-04,NODE_0000262,Caddo Parish,22017,2020-11-20,16
NODE_0000262,Caddo Parish,22017,2020-11-20,hCoV-19/USA/LA-EVTL1128/2020,Webster Parish,22119,2020-12-05,15
NODE_0000262,Caddo Parish,22017,2020-11-20,hCoV-19/USA/LA-EVTL1557/2020,Caddo Parish,22017,2020-12-30,40
NODE_0000251,Caddo Parish,22017,2020-11-29,hCoV-19/USA/LA-EVTL1132/2020,Caddo Parish,22017,2020-12-06,7
NODE_0000251,Caddo Parish,22017,2020-11-29,NODE_0000337,Caddo Parish,22017,2020-12-03,4
NODE_0000337,Caddo Parish,22017,2020-12-03,NODE_0000295,Caddo Parish,22017,2020-12-07,4
NODE_0000295,Caddo Parish,22017,2020-12-07,hCoV-19/USA/LA-EVTL1168/2020,Caddo Parish,22017,2020-12-09,2
NODE_0000295,Caddo Parish,22017,2020-12-07,NODE_0000296,Caddo Parish,22017,2020-12-09,2
NODE_0000296,Caddo Parish,22017,2020-12-09,NODE_0000297,Caddo Parish,22017,2020-12-14,5
NODE_0000297,Caddo Parish,22017,2020-12-14,hCoV-19/USA/LA-EVTL1225/2020,Caddo Parish,22017,2020-12-14,0
NODE_0000297,Caddo Parish,22017,2020-12-14,hCoV-19/USA/LA-EVTL1816/2021,Caddo Parish,22017,2021-01-18,35
NODE_0000273,Caddo Parish,22017,2020-08-04,NODE_0000268,Caddo Parish,22017,2020-08-24,20
NODE_0000268,Caddo Parish,22017,2020-08-24,NODE_0000269,Caddo Parish,22017,2020-09-09,16
NODE_0000269,Caddo Parish,22017,2020-09-09,NODE_0000271,Caddo Parish,22017,2020-09-22,13
NODE_0000272,Caddo Parish,22017,2020-11-13,hCoV-19/USA/LA-EVTL1143/2020,Caddo Parish,22017,2020-12-07,24
NODE_0000272,Caddo Parish,22017,2020-11-13,hCoV-19/USA/LA-EVTL1492/2020,Bossier Parish,22015,2020-12-27,44
NODE_0000272,Caddo Parish,22017,2020-11-13,NODE_0000348,Caddo Parish,22017,2020-11-19,6
NODE_0000348,Caddo Parish,22017,2020-11-19,NODE_0000279,Bossier Parish,22015,2020-12-03,14
NODE_0000279,Bossier Parish,22015,2020-12-03,hCoV-19/USA/LA-EVTL1465/2020,Bossier Parish,22015,2020-12-25,22
NODE_0000279,Bossier Parish,22015,2020-12-03,NODE_0000303,Bossier Parish,22015,2020-12-10,7
NODE_0000303,Bossier Parish,22015,2020-12-10,hCoV-19/USA/LA-EVTL1467/2020,Bossier Parish,22015,2020-12-25,15
NODE_0000303,Bossier Parish,22015,2020-12-10,hCoV-19/USA/LA-EVTL1470/2020,Bossier Parish,22015,2020-12-25,15
NODE_0000348,Caddo Parish,22017,2020-11-19,NODE_0000304,Caddo Parish,22017,2020-11-26,7
NODE_0000304,Caddo Parish,22017,2020-11-26,hCoV-19/USA/LA-EVTL1208/2020,Caddo Parish,22017,2020-12-13,17
NODE_0000304,Caddo Parish,22017,2020-11-26,NODE_0000305,Caddo Parish,22017,2020-12-03,7
NODE_0000305,Caddo Parish,22017,2020-12-03,hCoV-19/USA/LA-EVTL1457/2020,Caddo Parish,22017,2020-12-16,13
NODE_0000269,Caddo Parish,22017,2020-09-09,NODE_0000309,Caddo Parish,22017,2020-09-22,13
NODE_0000309,Caddo Parish,22017,2020-09-22,NODE_0000311,Caddo Parish,22017,2020-10-13,21
NODE_0000283,Bossier Parish,22015,2020-12-20,NODE_0000284,Bossier Parish,22015,2020-12-29,9
NODE_0000284,Bossier Parish,22015,2020-12-29,hCoV-19/USA/LA-EVTL1551/2020,Bossier Parish,22015,2020-12-29,0
NODE_0000284,Bossier Parish,22015,2020-12-29,hCoV-19/USA/LA-EVTL1663/2021,Bossier Parish,22015,2021-01-06,8
NODE_0000283,Bossier Parish,22015,2020-12-20,NODE_0000316,Bossier Parish,22015,2021-01-06,17
NODE_0000316,Bossier Parish,22015,2021-01-06,hCoV-19/USA/LA-EVTL1748/2021,Bossier Parish,22015,2021-01-13,7
NODE_0000316,Bossier Parish,22015,2021-01-06,hCoV-19/USA/LA-EVTL1662/2021,Bossier Parish,22015,2021-01-06,0
NODE_0000291,Webster Parish,22119,2020-12-03,hCoV-19/USA/LA-EVTL1158/2020,Webster Parish,22119,2020-12-09,6
NODE_0000291,Webster Parish,22119,2020-12-03,hCoV-19/USA/LA-EVTL1165/2020,Webster Parish,22119,2020-12-09,6
NODE_0000320,Webster Parish,22119,2020-12-02,hCoV-19/USA/LA-EVTL1201/2020,Webster Parish,22119,2020-12-11,9
NODE_0000320,Webster Parish,22119,2020-12-02,NODE_0000288,Webster Parish,22119,2020-12-09,7
NODE_0000288,Webster Parish,22119,2020-12-09,hCoV-19/USA/LA-EVTL1161/2020,Webster Parish,22119,2020-12-09,0
NODE_0000288,Webster Parish,22119,2020-12-09,hCoV-19/USA/LA-EVTL1231/2020,Webster Parish,22119,2020-12-16,7
NODE_0000311,Caddo Parish,22017,2020-10-13,NODE_0000292,Caddo Parish,22017,2020-11-16,34
NODE_0000292,Caddo Parish,22017,2020-11-16,NODE_0000293,Caddo Parish,22017,2020-12-09,23
NODE_0000293,Caddo Parish,22017,2020-12-09,hCoV-19/USA/LA-EVTL1282/2020,Caddo Parish,22017,2020-12-09,0
NODE_0000293,Caddo Parish,22017,2020-12-09,hCoV-19/USA/LA-EVTL1580/2021,Caddo Parish,22017,2021-01-02,24
NODE_0000292,Caddo Parish,22017,2020-11-16,NODE_0000294,Bossier Parish,22015,2020-11-26,10
NODE_0000294,Bossier Parish,22015,2020-11-26,hCoV-19/USA/LA-EVTL1097/2020,Bossier Parish,22015,2020-11-30,4
NODE_0000294,Bossier Parish,22015,2020-11-26,hCoV-19/USA/LA-EVTL1223/2020,Bossier Parish,22015,2020-12-14,18
NODE_0000294,Bossier Parish,22015,2020-11-26,NODE_0000327,Bossier Parish,22015,2020-11-28,2
NODE_0000327,Bossier Parish,22015,2020-11-28,hCoV-19/USA/LA-EVTL1615/2021,Caddo Parish,22017,2021-01-04,37
NODE_0000327,Bossier Parish,22015,2020-11-28,NODE_0000328,Bossier Parish,22015,2020-12-01,3
NODE_0000328,Bossier Parish,22015,2020-12-01,NODE_0000329,Bossier Parish,22015,2020-12-04,3
NODE_0000329,Bossier Parish,22015,2020-12-04,hCoV-19/USA/LA-EVTL1126/2020,Bossier Parish,22015,2020-12-04,0
NODE_0000328,Bossier Parish,22015,2020-12-01,NODE_0000330,Bossier Parish,22015,2020-12-03,2
NODE_0000330,Bossier Parish,22015,2020-12-03,hCoV-19/USA/LA-EVTL1127/2020,Bossier Parish,22015,2020-12-04,1
NODE_0000330,Bossier Parish,22015,2020-12-03,NODE_0000331,Bossier Parish,22015,2020-12-04,1
NODE_0000331,Bossier Parish,22015,2020-12-04,NODE_0000332,Bossier Parish,22015,2020-12-11,7
NODE_0000332,Bossier Parish,22015,2020-12-11,hCoV-19/USA/LA-EVTL1205/2020,Bossier Parish,22015,2020-12-11,0
NODE_0000331,Bossier Parish,22015,2020-12-04,NODE_0000333,Bossier Parish,22015,2020-12-10,6
NODE_0000333,Bossier Parish,22015,2020-12-10,NODE_0000334,Bossier Parish,22015,2020-12-25,15
NODE_0000334,Bossier Parish,22015,2020-12-25,hCoV-19/USA/LA-EVTL1475/2020,Bossier Parish,22015,2020-12-25,0
NODE_0000447,Bossier Parish,22015,2020-03-15,NODE_0000448,Caddo Parish,22017,2020-04-03,19
NODE_0000532,Bossier Parish,22015,2020-09-23,NODE_0000533,Bossier Parish,22015,2020-10-18,25
NODE_0000533,Bossier Parish,22015,2020-10-18,hCoV-19/USA/LA-EVTL1957/2020,Bossier Parish,22015,2020-11-20,33
NODE_0000533,Bossier Parish,22015,2020-10-18,hCoV-19/USA/LA-EVTL1874/2020,Bossier Parish,22015,2020-10-30,12
NODE_0000533,Bossier Parish,22015,2020-10-18,hCoV-19/USA/LA-EVTL1864/2020,Bossier Parish,22015,2020-10-30,12
NODE_0000533,Bossier Parish,22015,2020-10-18,hCoV-19/USA/LA-EVTL1899/2020,Bossier Parish,22015,2020-11-08,21
NODE_0000533,Bossier Parish,22015,2020-10-18,NODE_0000454,Bossier Parish,22015,2020-10-21,3
NODE_0000454,Bossier Parish,22015,2020-10-21,NODE_0000455,Bossier Parish,22015,2020-10-25,4
NODE_0000455,Bossier Parish,22015,2020-10-25,NODE_0000457,Bossier Parish,22015,2020-10-30,5
NODE_0000457,Bossier Parish,22015,2020-10-30,hCoV-19/USA/LA-EVTL1861/2020,Bossier Parish,22015,2020-10-30,0
NODE_0000457,Bossier Parish,22015,2020-10-30,hCoV-19/USA/LA-EVTL1859/2020,Bossier Parish,22015,2020-10-30,0
NODE_0000454,Bossier Parish,22015,2020-10-21,NODE_0000461,Bossier Parish,22015,2020-10-25,4
NODE_0000461,Bossier Parish,22015,2020-10-25,NODE_0000462,Bossier Parish,22015,2020-10-30,5
NODE_0000462,Bossier Parish,22015,2020-10-30,hCoV-19/USA/LA-EVTL1863/2020,Bossier Parish,22015,2020-10-30,0
NODE_0000461,Bossier Parish,22015,2020-10-25,NODE_0000463,Bossier Parish,22015,2020-10-29,4
NODE_0000463,Bossier Parish,22015,2020-10-29,NODE_0000464,Bossier Parish,22015,2020-11-01,3
NODE_0000464,Bossier Parish,22015,2020-11-01,hCoV-19/USA/LA-EVTL1955/2020,Bossier Parish,22015,2020-11-20,19
NODE_0000464,Bossier Parish,22015,2020-11-01,NODE_0000468,Bossier Parish,22015,2020-11-05,4
NODE_0000468,Bossier Parish,22015,2020-11-05,hCoV-19/USA/LA-EVTL1897/2020,Bossier Parish,22015,2020-11-08,3
NODE_0000468,Bossier Parish,22015,2020-11-05,NODE_0000470,Bossier Parish,22015,2020-11-08,3
NODE_0000470,Bossier Parish,22015,2020-11-08,hCoV-19/USA/LA-EVTL1929/2020,Bossier Parish,22015,2020-11-13,5
NODE_0000509,Caddo Parish,22017,2020-03-31,NODE_0000592,Caddo Parish,22017,2020-05-04,34
NODE_0000509,Caddo Parish,22017,2020-03-31,NODE_0000588,Caddo Parish,22017,2020-05-14,44
NODE_0000624,Bossier Parish,22015,2020-07-01,hCoV-19/USA/LA-EVTL857/2020,Bossier Parish,22015,2020-07-01,0
NODE_0000624,Bossier Parish,22015,2020-07-01,NODE_0000625,Bossier Parish,22015,2020-07-12,11
NODE_0000625,Bossier Parish,22015,2020-07-12,hCoV-19/USA/LA-EVTL752/2020,Bossier Parish,22015,2020-07-19,7
NODE_0000625,Bossier Parish,22015,2020-07-12,hCoV-19/USA/LA-EVTL753/2020,Bossier Parish,22015,2020-07-19,7
NODE_0000656,Bossier Parish,22015,2021-03-19,hCoV-19/USA/LA-EVTL2441/2021,Bossier Parish,22015,2021-04-08,20
NODE_0000656,Bossier Parish,22015,2021-03-19,hCoV-19/USA/LA-EVTL2442/2021,Bossier Parish,22015,2021-04-08,20
NODE_0000691,Livingston Parish,22063,2021-05-26,hCoV-19/USA/LA-EVTL3117/2021,Livingston Parish,22063,2021-06-09,14
NODE_0000691,Livingston Parish,22063,2021-05-26,hCoV-19/USA/LA-EVTL3142/2021,Livingston Parish,22063,2021-06-09,14
NODE_0000691,Livingston Parish,22063,2021-05-26,NODE_0000705,Livingston Parish,22063,2021-06-09,14
NODE_0000705,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3154/2021,Livingston Parish,22063,2021-06-09,0
NODE_0000705,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3148/2021,Livingston Parish,22063,2021-06-18,9
NODE_0000691,Livingston Parish,22063,2021-05-26,NODE_0000590,Livingston Parish,22063,2021-05-29,3
NODE_0000590,Livingston Parish,22063,2021-05-29,NODE_0000591,Livingston Parish,22063,2021-06-03,5
NODE_0000591,Livingston Parish,22063,2021-06-03,NODE_0000593,Livingston Parish,22063,2021-06-09,6
NODE_0000593,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3143/2021,Livingston Parish,22063,2021-06-09,0
NODE_0000591,Livingston Parish,22063,2021-06-03,NODE_0000594,Livingston Parish,22063,2021-06-09,6
NODE_0000594,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3120/2021,Livingston Parish,22063,2021-06-09,0
NODE_0000594,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3113/2021,Livingston Parish,22063,2021-06-09,0
NODE_0000590,Livingston Parish,22063,2021-05-29,NODE_0000595,Livingston Parish,22063,2021-06-03,5
NODE_0000595,Livingston Parish,22063,2021-06-03,NODE_0000597,Livingston Parish,22063,2021-06-09,6
NODE_0000597,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3109/2021,Livingston Parish,22063,2021-06-09,0
NODE_0000597,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3100/2021,Livingston Parish,22063,2021-06-09,0
NODE_0000595,Livingston Parish,22063,2021-06-03,NODE_0000598,Livingston Parish,22063,2021-06-09,6
NODE_0000598,Livingston Parish,22063,2021-06-09,hCoV-19/USA/LA-EVTL3129/2021,Livingston Parish,22063,2021-06-09,0
NODE_0000598,Livingston Parish,22063,2021-06-09,NODE_0000599,Livingston Parish,22063,2021-06-09,0
NODE_0000599,Livingston Parish,22063,2021-06-09,NODE_0000601,Livingston Parish,22063,2021-06-16,7
NODE_0000601,Livingston Parish,22063,2021-06-16,NODE_0000602,Livingston Parish,22063,2021-06-24,8
NODE_0000602,Livingston Parish,22063,2021-06-24,hCoV-19/USA/LA-EVTL3155/2021,Livingston Parish,22063,2021-06-24,0
NODE_0000602,Livingston Parish,22063,2021-06-24,hCoV-19/USA/LA-EVTL3260/2021,Livingston Parish,22063,2021-07-01,7
NODE_0000601,Livingston Parish,22063,2021-06-16,NODE_0000695,Livingston Parish,22063,2021-06-27,11
NODE_0000695,Livingston Parish,22063,2021-06-27,hCoV-19/USA/LA-EVTL3400/2021,Livingston Parish,22063,2021-07-15,18
NODE_0000695,Livingston Parish,22063,2021-06-27,NODE_0000700,Livingston Parish,22063,2021-07-05,8
NODE_0000700,Livingston Parish,22063,2021-07-05,hCoV-19/USA/LA-EVTL3378/2021,Bossier Parish,22015,2021-07-15,10
NODE_0000700,Livingston Parish,22063,2021-07-05,hCoV-19/USA/LA-EVTL3286/2021,Livingston Parish,22063,2021-07-09,4
NODE_0000695,Livingston Parish,22063,2021-06-27,NODE_0000605,Livingston Parish,22063,2021-06-29,2
NODE_0000605,Livingston Parish,22063,2021-06-29,NODE_0000606,Livingston Parish,22063,2021-07-13,14
NODE_0000606,Livingston Parish,22063,2021-07-13,hCoV-19/USA/LA-EVTL3380/2021,Livingston Parish,22063,2021-07-15,2
NODE_0000606,Livingston Parish,22063,2021-07-13,hCoV-19/USA/LA-EVTL3405/2021,Livingston Parish,22063,2021-07-13,0
NODE_0000605,Livingston Parish,22063,2021-06-29,NODE_0000607,Livingston Parish,22063,2021-07-01,2
NODE_0000607,Livingston Parish,22063,2021-07-01,hCoV-19/USA/LA-EVTL3258/2021,Livingston Parish,22063,2021-07-01,0
NODE_0000607,Livingston Parish,22063,2021-07-01,hCoV-19/USA/LA-EVTL3259/2021,Livingston Parish,22063,2021-07-01,0
NODE_0000620,Rapides Parish,22079,2021-07-10,NODE_0000621,Rapides Parish,22079,2021-07-14,4
NODE_0000621,Rapides Parish,22079,2021-07-14,hCoV-19/USA/LA-EVTL3395/2021,Rapides Parish,22079,2021-07-14,0
NODE_0000621,Rapides Parish,22079,2021-07-14,hCoV-19/USA/LA-EVTL3402/2021,Rapides Parish,22079,2021-07-14,0
NODE_0000620,Rapides Parish,22079,2021-07-10,NODE_0000623,Rapides Parish,22079,2021-07-12,2
NODE_0000623,Rapides Parish,22079,2021-07-12,hCoV-19/USA/LA-EVTL3445/2021,Rapides Parish,22079,2021-07-14,2
NODE_0000623,Rapides Parish,22079,2021-07-12,NODE_0000631,Rapides Parish,22079,2021-07-14,2
NODE_0000631,Rapides Parish,22079,2021-07-14,hCoV-19/USA/LA-EVTL6060/2021,Rapides Parish,22079,2021-07-14,0
NODE_0000631,Rapides Parish,22079,2021-07-14,hCoV-19/USA/LA-EVTL3391/2021,DeSoto Parish,22031,2021-07-20,6
NODE_0000740,Caddo Parish,22017,2021-03-15,hCoV-19/USA/LA-EVTL2560/2021,Caddo Parish,22017,2021-04-06,22
NODE_0000740,Caddo Parish,22017,2021-03-15,NODE_0000645,Caddo Parish,22017,2021-03-29,14
NODE_0000645,Caddo Parish,22017,2021-03-29,NODE_0000646,Caddo Parish,22017,2021-04-12,14
NODE_0000646,Caddo Parish,22017,2021-04-12,NODE_0000648,Caddo Parish,22017,2021-04-25,13
NODE_0000648,Caddo Parish,22017,2021-04-25,hCoV-19/USA/LA-EVTL2745/2021,Bossier Parish,22015,2021-05-06,11
NODE_0000751,Caddo Parish,22017,2021-05-26,hCoV-19/USA/LA-EVTL3211/2021,Caddo Parish,22017,2021-06-14,19
NODE_0000759,Caddo Parish,22017,2021-05-02,hCoV-19/USA/LA-EVTL2635/2021,Caddo Parish,22017,2021-05-07,5
NODE_0000759,Caddo Parish,22017,2021-05-02,hCoV-19/USA/LA-EVTL2719/2021,Bossier Parish,22015,2021-05-12,10
NODE_0000762,Caddo Parish,22017,2021-04-22,hCoV-19/USA/LA-EVTL2730/2021,Caddo Parish,22017,2021-05-14,22
NODE_0000762,Caddo Parish,22017,2021-04-22,NODE_0000763,Caddo Parish,22017,2021-05-06,14
NODE_0000763,Caddo Parish,22017,2021-05-06,hCoV-19/USA/LA-EVTL2746/2021,Caddo Parish,22017,2021-05-06,0
NODE_0000775,Caddo Parish,22017,2021-05-27,hCoV-19/USA/LA-EVTL3059/2021,Caddo Parish,22017,2021-05-27,0
NODE_0000775,Caddo Parish,22017,2021-05-27,hCoV-19/USA/LA-EVTL3177/2021,Caddo Parish,22017,2021-06-04,8
NODE_0000706,Caddo Parish,22017,2021-03-11,NODE_0000779,Caddo Parish,22017,2021-04-13,33
NODE_0000779,Caddo Parish,22017,2021-04-13,hCoV-19/USA/LA-EVTL2842/2021,Caddo Parish,22017,2021-05-18,35
NODE_0000780,Caddo Parish,22017,2021-06-07,hCoV-19/USA/LA-EVTL3210/2021,Caddo Parish,22017,2021-06-13,6
NODE_0000780,Caddo Parish,22017,2021-06-07,hCoV-19/USA/LA-EVTL3083/2021,Caddo Parish,22017,2021-06-07,0
NODE_0000854,Caddo Parish,22017,2021-04-26,hCoV-19/USA/LA-EVTL2704/2021,Caddo Parish,22017,2021-05-07,11
NODE_0000854,Caddo Parish,22017,2021-04-26,NODE_0000855,Caddo Parish,22017,2021-05-10,14
NODE_0000855,Caddo Parish,22017,2021-05-10,NODE_0000856,Caddo Parish,22017,2021-06-14,35
NODE_0000856,Caddo Parish,22017,2021-06-14,hCoV-19/USA/LA-EVTL3273/2021,Caddo Parish,22017,2021-06-19,5
NODE_0000856,Caddo Parish,22017,2021-06-14,hCoV-19/USA/LA-EVTL3276/2021,Caddo Parish,22017,2021-06-19,5
NODE_0000797,Lafayette Parish,22055,2021-03-28,hCoV-19/USA/LA-EVTL2786/2021,Lafayette Parish,22055,2021-04-01,4
NODE_0000797,Lafayette Parish,22055,2021-03-28,hCoV-19/USA/LA-EVTL2782/2021,Lafayette Parish,22055,2021-04-01,4
NODE_0000799,Bossier Parish,22015,2021-05-12,hCoV-19/USA/LA-EVTL2961/2021,Bossier Parish,22015,2021-05-26,14
NODE_0000799,Bossier Parish,22015,2021-05-12,hCoV-19/USA/LA-EVTL2929/2021,Bossier Parish,22015,2021-05-26,14
NODE_0000799,Bossier Parish,22015,2021-05-12,NODE_0000717,Bossier Parish,22015,2021-05-22,10
NODE_0000717,Bossier Parish,22015,2021-05-22,hCoV-19/USA/LA-EVTL2924/2021,Bossier Parish,22015,2021-05-26,4
NODE_0000717,Bossier Parish,22015,2021-05-22,NODE_0000718,Bossier Parish,22015,2021-05-26,4
NODE_0000718,Bossier Parish,22015,2021-05-26,hCoV-19/USA/LA-EVTL2928/2021,Bossier Parish,22015,2021-05-26,0
NODE_0000718,Bossier Parish,22015,2021-05-26,hCoV-19/USA/LA-EVTL2937/2021,Bossier Parish,22015,2021-05-28,2
NODE_0000807,Caddo Parish,22017,2021-02-16,NODE_0000828,Caddo Parish,22017,2021-02-23,7
NODE_0000828,Caddo Parish,22017,2021-02-23,hCoV-19/USA/LA-EVTL2553/2021,Caddo Parish,22017,2021-04-06,42
NODE_0000807,Caddo Parish,22017,2021-02-16,NODE_0000808,Caddo Parish,22017,2021-02-25,9
NODE_0000809,Caddo Parish,22017,2021-05-06,hCoV-19/USA/LA-EVTL2862/2021,Caddo Parish,22017,2021-05-17,11
NODE_0000809,Caddo Parish,22017,2021-05-06,hCoV-19/USA/LA-EVTL2874/2021,Caddo Parish,22017,2021-05-19,13
NODE_0000808,Caddo Parish,22017,2021-02-25,NODE_0000817,Caddo Parish,22017,2021-03-29,32
NODE_0000817,Caddo Parish,22017,2021-03-29,NODE_0000818,Caddo Parish,22017,2021-04-12,14
NODE_0000818,Caddo Parish,22017,2021-04-12,hCoV-19/USA/LA-EVTL2636/2021,Caddo Parish,22017,2021-04-24,12
NODE_0000818,Caddo Parish,22017,2021-04-12,NODE_0000823,Caddo Parish,22017,2021-05-10,28
NODE_0000823,Caddo Parish,22017,2021-05-10,hCoV-19/USA/LA-EVTL2863/2021,Caddo Parish,22017,2021-05-17,7
NODE_0000823,Caddo Parish,22017,2021-05-10,hCoV-19/USA/LA-EVTL2837/2021,Caddo Parish,22017,2021-05-10,0
NODE_0001042,Caddo Parish,22017,2021-05-23,NODE_0000963,Caddo Parish,22017,2021-06-02,10
NODE_0000963,Caddo Parish,22017,2021-06-02,hCoV-19/USA/LA-EVTL3261/2021,Caddo Parish,22017,2021-07-03,31
NODE_0001602,Caddo Parish,22017,2020-03-01,NODE_0001604,Caddo Parish,22017,2020-03-05,4
NODE_0001605,Caddo Parish,22017,2020-07-05,hCoV-19/USA/LA-EVTL183/2020,Caddo Parish,22017,2020-07-18,13
NODE_0001602,Caddo Parish,22017,2020-03-01,NODE_0000987,Caddo Parish,22017,2020-04-01,31
NODE_0000989,East Baton Rouge Parish,22033,2020-06-09,hCoV-19/USA/LA-BIE-PBR008/2020,East Baton Rouge Parish,22033,2020-07-22,43
NODE_0000989,East Baton Rouge Parish,22033,2020-06-09,hCoV-19/USA/LA-BIE-LSUH000774/2020,St. James Parish,22093,2020-07-09,30
NODE_0001612,Caddo Parish,22017,2020-07-12,hCoV-19/USA/LA-EVTL769/2020,Caddo Parish,22017,2020-07-20,8
NODE_0001612,Caddo Parish,22017,2020-07-12,hCoV-19/USA/LA-EVTL531/2020,Caddo Parish,22017,2020-08-03,22
NODE_0001612,Caddo Parish,22017,2020-07-12,hCoV-19/USA/LA-EVTL786/2020,Claiborne Parish,22027,2020-07-22,10
NODE_0000994,Red River Parish,22081,2020-08-03,hCoV-19/USA/LA-EVTL555/2020,Red River Parish,22081,2020-08-04,1
NODE_0000994,Red River Parish,22081,2020-08-03,NODE_0001616,Red River Parish,22081,2020-08-17,14
NODE_0001616,Red River Parish,22081,2020-08-17,hCoV-19/USA/LA-EVTL978/2020,Red River Parish,22081,2020-08-17,0
NODE_0001616,Red River Parish,22081,2020-08-17,hCoV-19/USA/LA-EVTL2150/2020,Red River Parish,22081,2020-09-07,21
NODE_0001019,Bienville Parish,22013,2021-01-02,hCoV-19/USA/LA-EVTL1632/2021,Bienville Parish,22013,2021-01-05,3
NODE_0001019,Bienville Parish,22013,2021-01-02,NODE_0001020,Bienville Parish,22013,2021-01-05,3
NODE_0001020,Bienville Parish,22013,2021-01-05,hCoV-19/USA/LA-EVTL2042/2021,Bienville Parish,22013,2021-02-09,35
NODE_0001020,Bienville Parish,22013,2021-01-05,NODE_0001021,Bienville Parish,22013,2021-01-08,3
NODE_0001021,Bienville Parish,22013,2021-01-08,hCoV-19/USA/LA-EVTL1730/2021,Bienville Parish,22013,2021-01-12,4
NODE_0001021,Bienville Parish,22013,2021-01-08,NODE_0001022,Bienville Parish,22013,2021-01-12,4
NODE_0001022,Bienville Parish,22013,2021-01-12,hCoV-19/USA/LA-EVTL1732/2021,Bienville Parish,22013,2021-01-12,0
NODE_0001022,Bienville Parish,22013,2021-01-12,NODE_0001023,Bienville Parish,22013,2021-01-13,1
NODE_0001023,Bienville Parish,22013,2021-01-13,hCoV-19/USA/LA-EVTL2334/2021,Bienville Parish,22013,2021-02-02,20
NODE_0001023,Bienville Parish,22013,2021-01-13,NODE_0001024,Bienville Parish,22013,2021-01-19,6
NODE_0001024,Bienville Parish,22013,2021-01-19,hCoV-19/USA/LA-EVTL1828/2021,Bienville Parish,22013,2021-01-19,0
NODE_0001024,Bienville Parish,22013,2021-01-19,hCoV-19/USA/LA-EVTL1820/2021,Bienville Parish,22013,2021-01-19,0
NODE_0001632,Caddo Parish,22017,2021-01-07,hCoV-19/USA/LA-EVTL1673/2021,Caddo Parish,22017,2021-01-07,0
NODE_0001171,East Baton Rouge Parish,22033,2020-03-16,hCoV-19/USA/LA-GBCL-26791769/2020,East Baton Rouge Parish,22033,2020-04-04,19
NODE_0001102,Rapides Parish,22079,2020-05-05,hCoV-19/USA/LA-EVTL093/2020,Grant Parish,22043,2020-05-07,2
NODE_0001102,Rapides Parish,22079,2020-05-05,NODE_0001103,Rapides Parish,22079,2020-05-14,9
